name,population,needs_permit,x,y,z,id,edsm_id,primary_economy
LTT 4350,7869448,0,86.5625,5.78125,39.25,12724,15904,Industrial
LTT 4351,13648606,0,87.53125,54.375,26.03125,12725,18615,Industrial
LTT 4376,10123723,0,54.5,61.46875,9.625,12726,18551,Industrial
LTT 4428,39663170,0,75.15625,15.1875,33.34375,12729,6584,Industrial
LTT 4560,98582,0,103.125,32.46875,50.71875,12735,4606,Military
LTT 4599,10708604496,0,63.375,93.28125,21.15625,12737,5434,Agriculture
LTT 464,500000,0,22.8125,-64.96875,14.8125,12738,15442,Industrial
LTT 47,639781158,0,-14.71875,-106.15625,11.59375,12740,13902,Agriculture
LTT 4716,21359579,0,99.53125,24.5625,56.40625,12741,16133,Industrial
LTT 4772,3352618711,0,50.78125,63.21875,26.53125,12743,13767,Agriculture
LTT 4846,15282448,0,47.84375,-8.75,30.125,12746,1798,Industrial
LTT 4851,7183759,0,50.75,102.75,29.21875,12747,2922,Industrial
LTT 4898,1441276359,0,43.0625,39.71875,27.71875,12748,13836,Agriculture
LTT 4961,9106237,0,91.375,13.375,62.59375,12749,3135,High Tech
LTT 5013,3815191,0,85.875,24.09375,62.1875,12750,7461,High Tech
LTT 5131,182277,0,39.28125,26.0625,32.375,12753,5665,Refinery
LTT 518,4495638,0,52,-164.5625,29.9375,12754,12439,Extraction
LTT 537,13044453,0,93.90625,-141.125,58.15625,12759,8076,High Tech
LTT 542,155500,0,28.15625,-140,13.46875,12761,4091,Refinery
LTT 5455,3097473,0,13.0625,18.8125,17.96875,12762,2155,Industrial
LTT 5659,2010805,0,90.15625,-40,67.28125,12765,5339,Extraction
LTT 5673,2192870659,0,85.28125,-6.25,80.5625,12766,15375,Agriculture
LTT 569,26313305,0,-16.375,-50.125,-13.28125,12767,11289,Industrial
LTT 5855,6432922,0,29.03125,45.0625,61.40625,12768,5573,Extraction
LTT 5954,3026508436,0,45.40625,11.4375,62.09375,12770,4796,Agriculture
LTT 5964,172408,0,43.21875,17.3125,64.96875,12771,13178,Refinery
LTT 5990,4377795713,0,41.15625,19.40625,65.9375,12772,19197,Agriculture
LTT 6043,20177907,0,40.0625,17.03125,65.96875,12774,7826,Industrial
LTT 606,141005,0,0.5625,-78.125,-5.28125,12775,9210,Colony
LTT 6137,24474399,0,1.6875,40.4375,46.46875,12777,16076,Industrial
LTT 6139,131555,0,7.375,43.15625,57.28125,12778,10548,Refinery
LTT 617,5781267,0,-4.59375,-133.53125,-13.96875,12779,3275,Industrial
LTT 6563,8368839,0,-6.59375,31.78125,67.15625,12786,12850,High Tech
LTT 6714,5264419,0,35.71875,-0.28125,109.34375,12791,629,High Tech
LTT 6774,5241610298,0,14.90625,1.4375,60.5,12793,12864,Agriculture
LTT 6830,164970,0,21.1875,-2.03125,81.84375,12794,9800,Refinery
LTT 700,10306230173,0,40.78125,-52.8125,23.03125,12795,797,Agriculture
LTT 7069,6343689,0,-24.1875,14.9375,74.28125,12796,7499,Industrial
LTT 7126,13896995,0,57.8125,-39.1875,93.125,12797,13908,Industrial
LTT 7138,22217679,0,10.65625,-9.28125,59.875,12798,12503,Industrial
LTT 7251,122613,0,-16.6875,-8.09375,116.34375,12799,8212,Extraction
LTT 7330,5839027,0,23.53125,-27.59375,82.5625,12800,6534,Industrial
LTT 7421,22470143,0,-23.09375,-3.46875,56.9375,12802,1776,Industrial
LTT 7453,3859194597,0,-36.5625,-7.03125,82.625,12804,10708,Agriculture
LTT 7488,16909833,0,32.3125,-44.0625,100.375,12805,12559,High Tech
LTT 7489,3623947,0,32.09375,-43.78125,99.71875,12806,960,Industrial
LTT 7548,19918087,0,-35.6875,-12.21875,77.4375,12808,13390,High Tech
LTT 7669,2300721,0,38.71875,-41.71875,66.15625,12810,6964,Refinery
LTT 7786,35261804,0,7.96875,-41.90625,77.875,12812,2837,Industrial
LTT 779,1833484222,0,-29.90625,-93.875,-39.28125,12813,18503,Agriculture
LTT 7903,2967730343,0,-8.09375,-33.40625,60.1875,12815,10567,Agriculture
LTT 7979,8121739,0,-63.5625,-34.875,76.53125,12816,11612,Industrial
LTT 8001,6830046,0,-47.125,-47.65625,88.09375,12817,449,Extraction
LTT 8066,10288310,0,-61.03125,-51.46875,89.28125,12818,6612,Industrial
LTT 8260,2962889,0,-3.625,-74.25,88.03125,12821,1821,Extraction
LTT 8419,432590,0,-20.53125,-66.34375,67.6875,12823,14821,Refinery
LTT 8517,1007401502,0,4,-55.625,52.65625,12825,13513,Agriculture
LTT 8648,6670551520,0,-0.75,-66.53125,56.625,12827,4388,Agriculture
LTT 8657,26999688,0,4.25,-98.0625,83.6875,12828,14133,Industrial
LTT 8701,5027141,0,-1.65625,-59.875,48.84375,12830,17244,Industrial
LTT 874,3824625899,0,70.875,-134.96875,24.78125,12831,19588,Agriculture
LTT 8750,3070961800,0,38.15625,-80.84375,69.4375,12833,14817,Agriculture
LTT 8852,207960,0,7.625,-81.0625,60,12835,13343,Refinery
LTT 8856,6519685292,0,65,-98.5625,84.09375,12836,19828,Agriculture
LTT 8906,859639080,0,38.46875,-111.1875,85.375,12837,17830,Agriculture
LTT 9028,2970685880,0,17.84375,-94.71875,63.5,12840,6239,Agriculture
LTT 9097,8730701,0,25.3125,-82.5625,55.21875,12841,17461,High Tech
LTT 9104,12473588,0,43.5,-69.875,52.875,12842,19360,Industrial
LTT 911,150098507,0,40.1875,-92.3125,8.5,12843,17079,Service
LTT 9156,9109506,0,9.9375,-65.65625,39.15625,12846,12051,High Tech
LTT 9181,1290580183,0,31.96875,-61.6875,43.03125,12848,5598,Agriculture
LTT 9246,23346130,0,-53.625,-94.6875,29.28125,12849,7175,Industrial
LTT 9276,172551,0,-23.25,-105.0625,43.46875,12850,6498,Refinery
LTT 9299,54705083,0,-36.21875,-78.46875,24.96875,12851,4103,Industrial
LTT 9360,2045427,0,-16.59375,-62.6875,21.40625,12853,19232,Industrial
LTT 9387,630715536,0,33.15625,-49.21875,33.8125,12854,9549,Agriculture
LTT 9391,2858026450,0,-54.03125,-98.8125,21.375,12855,11481,Agriculture
LTT 9455,22618338,0,-15.71875,-64.9375,19.53125,12857,13568,High Tech
LTT 9472,6872529818,0,44.5625,-108.9375,60.8125,12858,4011,Agriculture
LTT 95,23595972,0,6.78125,-89.90625,17.9375,12859,12021,Industrial
LTT 9552,5712757232,0,14.75,-105.15625,43.25,12861,10241,Agriculture
LTT 9573,407164,0,-2.09375,-108.65625,35.9375,12862,8287,Terraforming
LTT 9593,2596135508,0,-39.0625,-98.4375,14.9375,12864,9568,Agriculture
LTT 9605,14965917683,0,-2.25,-108.46875,33.96875,12865,6521,Industrial
LTT 9663,719783,0,32.25,-99.40625,44.09375,12866,472,Terraforming
LTT 9697,2422648,0,-22.125,-114.9375,20.78125,12868,5237,Industrial
LTT 970,3731111,0,75.59375,-65.28125,43.6875,12869,16928,Industrial
LTT 9795,5594279,0,5.75,-68.875,18.90625,12870,14467,Industrial
LTT 9796,5642411,0,86.34375,-109.9375,69.1875,12871,16003,Industrial
LTT 9810,17318902540,0,61.21875,-99.90625,53.78125,12872,11081,Agriculture
LTT 982,3932617,0,25.1875,-85.40625,-5.5,12873,8883,Refinery
LTT 9846,65000,0,-89.84375,-271.96875,11.09375,22406,22015,Industrial
LTT 9850,6042164,0,-26.375,-101.15625,7.5,12875,18743,Industrial
LTT 9863,4375745,0,24.65625,-117.03125,36.90625,12876,19100,Industrial
LU Velorum,17263513,0,49.875,5.875,4.3125,12899,14832,High Tech
La Te Ti,2996766,0,-105.03125,-34.4375,-71.46875,11384,11251,Industrial
La Tenha,7570372,0,-4.15625,91,49.59375,11385,11687,High Tech
La Thixo,293677,0,187.21875,-163.25,-6.84375,11386,15020,Terraforming
Lacaille 9352,95031,0,-0.40625,-9.8125,4.21875,11393,14157,High Tech
Lacani,9709740,0,103.65625,-44.53125,100.28125,11394,12793,Terraforming
Lacans,5168927,0,134.8125,-138.5,-25.125,11395,20120,Industrial
Lactonacaya,8683005,0,41.53125,-105.65625,-48.8125,11400,3709,Extraction
Lactonaz,4411748,0,-73.15625,-121.53125,27.96875,11401,11014,Industrial
Ladon,176245,0,-17.46875,-59.84375,-52.59375,11407,6167,Extraction
Laedla,600136223,0,78.46875,-91.3125,29.375,11408,16250,Extraction
Laga,8600095,0,-31.78125,94.78125,-116.875,11411,19149,Industrial
Lagar,7425919,0,75.71875,-195.5,123.96875,11413,638,Extraction
Lagoon Sector FW-W d1-122,14243,0,-467.75,-93.1875,4485.625,57816,302601,Agriculture
Laguts,14771992,0,87,110,-96.09375,11416,1981,Industrial
Laguvii,2339074,0,39.59375,-28.90625,156.6875,11417,3434,Industrial
Lahau,4602478,0,-15.375,-115.1875,128.96875,11420,14822,Industrial
Lahun,3975604,0,114.84375,-154.125,-25.4375,11425,18039,Industrial
Laiawa,751948583,0,43.5,34.625,59.78125,11429,19948,Agriculture
Laiawawal,30740307,0,-60.59375,65.90625,-27.78125,11430,1596,Industrial
Laifan,3690485,0,-96.1875,-106.875,66.84375,11431,6440,Industrial
Laifangyi,5395477354,0,53.65625,-16.75,0.6875,11434,4131,Agriculture
Laka,15029348,0,110.40625,-234.53125,115.09375,22363,21919,Refinery
Lakheo,7217090,0,15.71875,3.03125,-116.96875,11438,12068,Industrial
Lakho,3875572,0,-18.875,65.625,-118.125,11439,12597,High Tech
Lakluit,15421904,0,-101.6875,25.125,-14.0625,11442,7389,Industrial
Lakluita,4500936301,0,75,-99.34375,78.125,11443,17379,Agriculture
Lakota,405064,0,-8.15625,49.0625,26.21875,11444,18489,Industrial
Laksak,11126843580,0,-21.53125,-6.3125,116.03125,11445,10020,Agriculture
Laksar,10783299,0,49.71875,-93.125,-103.78125,11446,15930,High Tech
Lakshma,6236752,0,-152.1875,-10.28125,4.3125,11450,16544,Terraforming
Lakshu,2512588,0,-163.0625,2.4375,89.34375,11451,20076,Industrial
Lakurbal,4800929,0,-102.0625,25.6875,98.6875,11454,14083,Industrial
Lalande 10797,3999768496,0,-8.375,6.1875,-70.53125,11456,6883,Agriculture
Lalande 11206,11497645,0,-64.5,45.625,-97.96875,11457,3605,Industrial
Lalande 13198,1772876632,0,53.6875,0.25,-80.5625,11458,3244,Agriculture
Lalande 14146,3548107,0,77.875,-0.3125,-71,11460,5153,Industrial
Lalande 15394,9658573,0,23.6875,26.25,-57.46875,11461,4672,Industrial
Lalande 16904,17763132,0,-31.46875,80,-97.8125,11463,5654,Industrial
Lalande 1799,21027646,0,-28.8125,-58.09375,-23.5,11465,4426,Industrial
Lalande 18115,5363623028,0,-3.84375,14,-14.40625,11466,18013,Agriculture
Lalande 22701,11927381299,0,52.84375,90.46875,10.46875,11467,14521,Agriculture
Lalande 2450,7752712929,0,-44.21875,-57.59375,-42.46875,11469,14966,Agriculture
Lalande 26630,205312,0,26.53125,70.8125,72.75,11470,12142,Extraction
Lalande 27055,631719554,0,-14.75,52.5625,23.03125,11472,2446,Agriculture
Lalande 27958,10378584,0,-38,91.6875,47.21875,11473,4913,Industrial
Lalande 28607,29087890,0,9.0625,103.5625,159.09375,11474,7398,High Tech
Lalande 30699,9260199,0,-64.34375,48.96875,-10.875,11479,5323,High Tech
Lalande 3118,153307,0,-25.75,38,126.6875,11480,8226,Military
Lalande 31528,2073364,0,-76.875,65.625,125.90625,11481,8046,Industrial
Lalande 31662,4756123,0,-61.53125,46.875,56.15625,11482,12104,Industrial
Lalande 32151,44572333,0,-123.375,80.4375,-7.21875,11483,9632,Industrial
Lalande 34968,177191,0,-156.34375,77.21875,-20.28125,11486,5893,Terraforming
Lalande 37120,4257609720,0,-95.5,11.3125,39.90625,11488,8737,Agriculture
Lalande 37923,25300666,0,-84.125,38.9375,-28.15625,11489,19919,Industrial
Lalande 38451,349977,0,-59.15625,3.625,15.65625,11490,7816,Refinery
Lalande 38626,419808427,0,-116.96875,22.9375,4.5,11491,13018,Agriculture
Lalande 39866,1686391822,0,-43.875,-22.46875,35.28125,11492,5275,Agriculture
Lalande 40728,18934213,0,-132.25,-9.21875,16.34375,11493,4111,Industrial
Lalande 4141,4513309,0,-39.65625,-49.59375,-60.96875,11494,6068,Agriculture
Lalande 4268,43846665,0,-13.8125,-64.125,-44.84375,11496,12958,Industrial
Lalande 43492,94750,0,-79.90625,-58.71875,20.4375,11497,6442,Colony
Lalande 45165,14743838,0,-91.375,-74.90625,-0.21875,11499,14197,Industrial
Lalande 45292,7555642,0,-51.21875,-76.625,13.53125,11500,11150,Industrial
Lalande 46867,6553625583,0,-103.84375,-69.9375,-35.6875,11501,14761,Tourism
Lalande 6320,258396,0,5.625,-36.65625,-33.875,11503,18108,Industrial
Lalande 8441,2941965599,0,-69.78125,36.09375,-70.3125,11504,3560,Industrial
Lalande 9828,5026651,0,-45.125,22.625,-85.53125,11506,838,Refinery
Lalumaskab,17565176,0,-100.125,5.96875,-127.9375,11507,10782,Terraforming
Lalurusat,1204003,0,9.625,78.40625,137.53125,11508,13088,Industrial
Lamaku,8007999,0,-25.28125,-49.125,24.65625,11510,11228,Industrial
Lambda Andromedae,3855056172,0,-78.21875,-21.40625,-29.09375,11512,18218,Agriculture
Lambda Arae,14271466281,0,21.03125,-12.5625,65.5,11513,5205,Agriculture
Lambda Horologii,73380,0,93.6875,-129.125,22.1875,11514,10892,Industrial
Lambda-1 Tucanae,8446925473,0,116.65625,-153.15625,74.46875,11517,17195,Agriculture
Lambda-2 Phoenicis,3535424611,0,31.15625,-106.21875,25.46875,11519,7631,Agriculture
Lambda-2 Tucanae,319870,0,125.9375,-164.5625,79.34375,11520,15726,Extraction
Lambo,3924294,0,115.375,-82.3125,110.59375,11522,907,Extraction
Lambog,1743884,0,167.53125,2.3125,-40.71875,11523,15868,Extraction
Lamgana,5558538,0,24.9375,-9.78125,-147.375,11526,13000,Industrial
Lamgani,3111355,0,74.75,-202.78125,-33.65625,11528,14663,Extraction
Lampade,91006335,0,28.28125,-98.09375,46.9375,11530,10413,High Tech
Lan Caihe,5586097,0,-7.15625,16,-119.34375,11531,7111,Industrial
Lan Disk,51677115,0,-41.5625,-90.96875,-21.5,11532,6131,Industrial
Lan Gundi,1178090208,0,-49.125,-79,-70.375,11533,16367,Agriculture
Lan Tie Yu,2729561,0,-33.34375,98.40625,86.75,11535,19903,Refinery
Lan Tzak,2841651,0,-104.15625,2.1875,41.0625,11536,18071,Industrial
Lan Wang,5336128,0,7.59375,-44.75,37.03125,11537,16828,Industrial
Langkang,1973805,0,159.03125,-23.34375,21.84375,11546,16369,Industrial
Lansbury,1504779,0,91.4375,63.625,36.125,11551,9178,High Tech
Lao Jun,2718519,0,-25.40625,-64.25,137.78125,11554,7368,Industrial
Lao Yano,30851951,0,-74.75,72.40625,-89.71875,11557,11604,High Tech
Lao Zi,3136653337,0,-7.4375,-153.46875,37.0625,11558,14872,Agriculture
Larda,4476534,0,-1.1875,-2.6875,-160.59375,11561,6913,Industrial
Lardhampt,3438448,0,18.0625,59.78125,57.1875,11562,17082,Industrial
Larg,3944914,0,152.5625,-138.46875,132.9375,11563,16649,Extraction
Largarayu,8024013,0,9.65625,31.53125,81.34375,11565,6549,Extraction
Larri,3900433,0,-103.125,78.34375,99.25,11566,19978,Industrial
Latjal,9879792,0,-26.6875,55.34375,80.78125,11571,15814,Industrial
Latjil,9674593,0,-41.59375,-116.03125,-19.625,11574,13802,High Tech
Latola,2129948,0,28.34375,131.625,69.75,11577,946,Industrial
Latones,10903468,0,22.03125,-24.21875,152.03125,11578,7570,Industrial
Latormodur,8093711,0,64.6875,-133.5,-61.65625,11581,2790,Extraction
Latuba,9177632,0,140.03125,-71.4375,4.96875,11583,15202,High Tech
Latucano,10924098,0,-88.84375,85.0625,73.84375,11586,16226,Industrial
Latugara,12844567,0,-110.53125,-18.8125,104.625,11588,1057,Industrial
Laukan,21633729,0,89.5,-47.15625,105.71875,11596,14920,Industrial
Laukang,5025423,0,-3.28125,95.875,75.1875,11597,2268,Industrial
Laukates,1827209,0,14.59375,88.25,74.40625,11599,16119,Refinery
Laukese,3395336833,0,104.78125,-24.09375,65.78125,11600,13475,Agriculture
Lauksa,2914545,0,17.8125,-33.96875,60.6875,11603,17630,Industrial
Lauma,294407,0,16.8125,-43.8125,38.59375,11604,11283,Refinery
Laumaia,3136519,0,83.25,-152.21875,5.375,11605,3738,Extraction
Laumas,3525308,0,132.125,22.375,-116.875,11606,15779,Industrial
Laur,2240719062,0,89.53125,-113.65625,-23.34375,11608,11587,Agriculture
Lauricocha,1271346,0,-59.28125,140.9375,-43.125,11609,11199,Industrial
Lausang,2536320,0,16.96875,-82.5,-55.15625,11610,16144,Agriculture
Lave,25000000000,0,75.75,48.75,70.75,11611,18,Agriculture
Lazdones,1253372534,0,-70.875,-2.46875,45.75,11621,17980,Agriculture
Leerham,27776305,0,-13.625,44.40625,76.96875,11629,7556,Industrial
Leesti,5000017277,0,72.75,48.75,68.25,11630,13814,High Tech
Lega,15884359,0,156.03125,-16.59375,70.59375,11631,2757,Terraforming
Legees,5406384,0,73.6875,67.09375,69.40625,11633,8359,Industrial
Lei Heile,261855,0,159.84375,-189.5,15.125,11639,3330,Terraforming
Lei Jen Zu,5826857305,0,-28.6875,26.96875,-84.53125,11642,17087,Agriculture
Lei Ku,4589204701,0,97.75,-218.875,35.96875,11645,4176,Agriculture
Lei Zi,3763452,0,56.9375,44.75,42.6875,11649,3366,Agriculture
Lelabo,47239255,0,133.03125,38.0625,-51.71875,11652,17656,Industrial
Lelae,1492861,0,-149.125,19.25,-2.15625,11653,10184,Industrial
Lelalites,1411503,0,-98.625,-141.625,85.15625,11655,11852,Industrial
Lembass,66750,0,385.625,-388.21875,-738.09375,183232,189033,Agriculture
Lembava,44070788,0,-43.25,-64.34375,-77.6875,11663,13579,High Tech
Lemovi,8430233,0,99.96875,-47.71875,8.5,11667,6362,Industrial
Lencali,15902825,0,-8.53125,10.46875,67.4375,11670,14887,Industrial
Lenchis,4709996,0,27.8125,-19.09375,-99.34375,11671,3010,Extraction
Lendinji,5765167,0,15.46875,66.28125,136.28125,11672,1308,Industrial
Lengur,2988752,0,-71.53125,7.28125,-139.59375,11678,20037,Industrial
Lengye,130817,0,100.28125,111.3125,48.90625,11679,9743,Terraforming
Lenore,11638215,0,19.9375,87.28125,-0.375,11680,4934,Industrial
Lepontine,1332100,0,31.71875,68.34375,148.625,11687,14873,Industrial
Lepontu,6799584,0,-109.0625,29.875,111.5625,11688,17073,Industrial
Lesche,359957,0,131.09375,-135.9375,-17.65625,11690,19461,Refinery
Lescherty,9736494,0,40.5,-136.5625,157.1875,11691,4027,Industrial
Lese,17296812,0,-23.46875,42.15625,-98.875,11692,5351,Industrial
Lesheima,19275935,0,81.625,3.15625,20,11693,5059,Industrial
Leshertrug,144699,0,-34.8125,-102.875,-100.84375,11694,9734,Colony
Leucing,36789679,0,-10.9375,85.75,20,11699,10415,Industrial
Leucos,22201605,0,98.65625,-3.375,-5.65625,11700,14278,Industrial
Leucosimha,11631309,0,95.40625,40.15625,15.625,11702,12367,Industrial
Lhana,2492742003,0,70.75,29.40625,-48.75,11781,10923,Agriculture
Lhanayi,2038960,0,174.375,3.25,67.6875,11782,9513,Industrial
Lhangkambe,1904354021,0,-67.125,20.9375,14.875,11783,13422,Agriculture
Lhou Ling,22382853,0,115.4375,-96.6875,-54.6875,11785,6272,Industrial
Lhou Mans,3991683088,0,-97.21875,34.875,-83.125,11786,19076,Industrial
Li Bende,2081256,0,105.3125,-44.15625,26.71875,12141,15212,Industrial
Li Bestina,5846453,0,20.875,-13.34375,92.4375,12142,3474,Terraforming
Li Cha,2001868,0,15.125,-44.5625,-63.40625,12144,5498,Industrial
Li Chi,4788540184,0,129.78125,-164.0625,53.5625,12147,3699,Agriculture
Li Chul,431607302,0,120.03125,60.21875,44.71875,12152,6758,Agriculture
Li Hai,4394866,0,-108.8125,-84.9375,-98.75,12153,10177,Extraction
Li Jiu,5316183,0,23.65625,-238.125,-12.25,12155,18167,Industrial
Li Jungu,5025178,0,-0.09375,-59.25,120.5,12156,5537,Extraction
Li K'anja,2215095,0,105.1875,125.15625,38.0625,12157,6237,Industrial
Li Nang Yi,9385325,0,96.34375,-31.875,117.9375,12159,3710,Industrial
Li Nones,1601258,0,-19.21875,-88.53125,134.75,12161,15035,Industrial
Li Szu,16733604,0,29.59375,-91.65625,52.5,12167,11796,Industrial
Li Tan,2165478,0,92.09375,-30.875,54.9375,12168,18103,Industrial
Li Tzicnii,7545388,0,-54.71875,-23.15625,-56,12171,12103,Terraforming
Liabeze,8563677,0,72.46875,-121.5,26.21875,12172,11255,Extraction
Liaedin,53013370,0,-32.03125,-5.8125,38.125,12173,10533,Extraction
Libumij,4669026,0,170.75,44.125,-13.59375,12178,2883,Terraforming
Liburodo,124131,0,23.75,-12.4375,56.03125,12179,14900,Refinery
Liburumni,13431889,0,138.8125,-33.53125,78.9375,12180,19481,Industrial
Lida,2199296,0,-96.03125,-23.28125,118.90625,12181,9433,Extraction
Lidpar,8713581,0,-64.0625,-53.96875,-13.8125,12184,17770,High Tech
Lie Yupik,3285128,0,98.8125,15.375,-35.1875,12186,1225,Industrial
Lieh Tzu,165320,0,-95.75,-66.65625,130.625,12192,4631,Terraforming
Likedeeler Magna Libertas,8844351780,0,27.25,-184.875,48.71875,17517496,22678322,Agriculture
Likohochna,3331550,0,113.21875,21.59375,-55.96875,12198,14144,Extraction
Lileni,36405827,0,-11.34375,-136,-13.75,12200,3540,High Tech
Limapa,5059065,0,-46.3125,-44.03125,105.53125,12203,7103,High Tech
Lindol,2376892,0,-17.6875,86.6875,2.8125,12205,7348,Refinery
Linghus,1919735,0,-46.34375,-70.0625,-12.625,12207,4105,Industrial
Lisang,1530945612,0,48.53125,-10.0625,86.9375,12209,18603,Agriculture
Liu Anan,7660268,0,-48.53125,-126.5625,74.3125,12213,8938,Terraforming
Liu Baja,9443892,0,-52.6875,0.46875,36.6875,12214,6333,Extraction
Liu Bajara,14188004,0,89.40625,6.3125,-20.0625,12215,2221,Industrial
Liu Beni,152050,0,-96.09375,-11.21875,-135.25,12218,16735,Refinery
Liu Di,9529666,0,61.40625,-141.21875,15.96875,12221,5907,High Tech
Liu Huang,7419252,0,-87.4375,54.28125,-73.4375,12224,3360,High Tech
Liu Links,4854397,0,78.03125,-2.5,49.125,12226,11416,Industrial
Liu Xingga,730772910,0,11.3125,-76.53125,-79.96875,12229,5725,Agriculture
Liu Yanec,3749436,0,-82.1875,-2.125,-77.09375,12232,11455,Industrial
Liu Yines,6752933,0,124.25,19.21875,-55.40625,12233,13134,High Tech
Liv,5581677,0,9.53125,-169.34375,103.40625,12234,905,Industrial
Llwydanane,1061113,0,23.96875,-22.6875,149.375,12235,9688,Industrial
Llwyddi Di,128414,0,-36,0.90625,-8.03125,12236,15626,Refinery
Llyr,6701571,0,50.125,-40.96875,43.0625,12237,2985,High Tech
Lobeduning,4868140,0,-120.5,-108.71875,-29.4375,12241,9106,Industrial
Lodemowo,6613144,0,144.65625,-63.21875,-77.4375,12245,7483,Industrial
Lodere,1213572,0,3,-0.5,-135.8125,12246,17012,Industrial
Lodhary,8921199,0,-107.75,-96.96875,20.875,12249,19555,Industrial
Logon,3814623,0,120.71875,97.09375,-16.34375,12252,17916,Terraforming
Loha,23834536,0,78.78125,10.90625,-49.46875,12254,6218,Industrial
Lohan,2815056,0,133.21875,-62.1875,57.5,12255,9182,Extraction
Loharii,7503953,0,-64.84375,46.6875,-78.6875,12256,1037,High Tech
Loki Tan,9175114,0,32.375,28.34375,-109.375,12260,4439,Industrial
Lokipi,1892635,0,-2.09375,-68.5,-90.84375,12262,4102,Industrial
Loko Oh,13509627,0,104.8125,-160.59375,-14.96875,12267,15467,Industrial
Lombi,8929918,0,59.9375,-132.53125,1.78125,12272,19601,Industrial
Lombor,2957023373,0,-55.0625,-69.53125,-14,12274,5278,Agriculture
Long,60310,0,31.6875,-89.5,17.84375,12278,9680,Refinery
Long Mu,4995687,0,43.5625,93.5,74.25,12279,3123,Industrial
Loperada,12390580,0,-102.78125,97.40625,-4.0625,12283,12416,High Tech
Lopocares,1694805018,0,110.59375,23.90625,1.75,12286,16842,Agriculture
Loptaroju,3639533,0,-68.125,-179.9375,41.09375,12289,16982,Industrial
Lorden,7027640,0,13.34375,-84.8125,-4.8125,12293,417,High Tech
Losin,124250,0,1.1875,-29.8125,-35.8125,12294,7186,Refinery
Lotia,1670145,0,-65.625,92.9375,0.375,12296,18661,Extraction
Lotian,18699223,0,-97.5,45.5625,56,12297,4059,Industrial
Lotienets,547574217,0,-43.9375,112.4375,1.25,12298,16205,Agriculture
Louguala,1364980518,0,-30.84375,29.15625,104.71875,12304,4437,Tourism
Lovaroju,17517866,0,94.875,-87.84375,-144.71875,12306,8759,Industrial
Loveri,437495995,0,88.34375,-212.625,-5.28125,12309,1938,Agriculture
Lowalangi,3604034,0,169.5625,48.5625,-25.34375,12311,2187,Industrial
Lu Bosate,1428851,0,-64.5,-151.96875,-23.375,12880,1466,Industrial
Lu Dimos,3423798,0,-80.53125,-12.6875,131.15625,12882,18018,Industrial
Lu Dis,2932434,0,93.625,-11.8125,-130.03125,12883,9799,Extraction
Lu Dongia,1860798676,0,99.5,-62.09375,-65.5,12887,10907,Agriculture
Lu Pani,2768678,0,90.21875,-213.53125,-32.09375,12890,5959,Industrial
Lu Pao,5281700,0,-154.6875,45.0625,-1.03125,12891,2581,Industrial
Lu Pardan,5578340,0,-28.34375,7.78125,-115.71875,12892,5583,High Tech
Lu Pel,1086078,0,-10.8125,47.0625,152.09375,12893,5466,Industrial
Lu Wang,24518053,0,-79.03125,51.8125,45.53125,12900,20089,Industrial
Lu Wanja,9690972,0,-77.96875,-66.34375,-85.75,12901,1568,Industrial
Lu Wu Guan,257133,0,4.8125,-110.5,113.34375,12902,416,Refinery
Lu Xiangu,6836068,0,80.3125,-139.5,142.0625,12903,12134,Industrial
Lu Xiao,246996,0,101.625,107.25,-26.46875,12906,13601,Terraforming
Luan Yun Di,10279218,0,36.6875,-19.75,57.96875,12909,2195,Industrial
Luana,191035,0,17.25,-133.5,-98.75,12910,11016,Terraforming
Luang Yans,1379545,0,101.78125,23.1875,-131.4375,12912,3385,Industrial
Lubaluhet,1151912510,0,-87.90625,58.53125,29.15625,12914,5664,Agriculture
Lucadrus,2739252,0,-17.0625,-158,-59.59375,12916,12477,Industrial
Luchtaine,318022,0,-9523.3125,-914.46875,19825.90625,10922743,13734505,Refinery
Lugger,1548386608,0,100.15625,19.3125,25.46875,12923,699,Agriculture
Lugh,15281152111,0,44.65625,-5.71875,27.46875,12926,11288,Agriculture
Lugul,1539447,0,-69.125,70.8125,-42.34375,12931,11568,Extraction
Luguls,15713435,0,138.875,-80.375,37.3125,12932,13209,Industrial
Luk Xing,27334379,0,-84.53125,35.1875,123.03125,12935,7246,Terraforming
Lulua,3825853,0,120.625,20.28125,22.96875,12936,17976,Industrial
Lulunguni,6676399,0,-77.40625,-49.65625,96.71875,12938,9093,Industrial
Lulus,200902503,0,47.4375,-206.0625,84.78125,12939,3655,Terraforming
Luma,18716608,0,-40.84375,-133.625,58,12941,10507,Industrial
Lumastya,8083253,0,81.8125,-154.53125,63.1875,12945,5811,High Tech
Lumba,2407168,0,-35.28125,-89.59375,-33.375,12946,3230,Refinery
Lumbla,6728766,0,44.65625,-3.40625,-88.8125,12948,474,Industrial
Lunda,226668,0,121.46875,35.125,103.15625,12950,5418,Terraforming
Lundji,4589626,0,56.4375,65.28125,121.09375,12951,11108,Industrial
Lung,625972,0,3.71875,-6.53125,-13.53125,12953,4466,Refinery
Lunguni,3100401,0,-77.1875,-123.84375,-107.375,12956,17589,Extraction
Lushertha,1545531303,0,-7.09375,2.25,-19.96875,12962,5381,Agriculture
